Workflow runner started. Python executable: C:\Users\prith\.pyenv\pyenv-win\versions\3.12.10\python.exe
Working directory: D:\.comfyui\gen.image

CHARACTER TEXT-DESCRIPTION:
(Character in Image 1) is ((male_doctor_watson)) who looks like {Head: round, with a slightly angular jawline; Face: sharp cheekbones, narrow nose, full lips, dark brown eyes, thin mustache; Hair: short, dark brown, neatly combed; Skin tone: fair, smooth; Clothing: long coat in navy blue wool, crisp white shirt, dark trousers, leather medical satchel, deerstalker hat, red scarf.}.
got prompt
Waiting for completion (prompt_id: 47e99442-980e-4c57-97e3-cdc4bf84bf85)...
Requested to load FluxClipModel_
loaded completely 9456.675 9319.23095703125 True
Requested to load AutoencodingEngine
loaded completely 181.01171112060547 159.87335777282715 True
Requested to load Flux
loaded partially 8083.554965667725 8083.455078125 0
  0%|          | 0/8 [00:00<?, ?it/s] 12%|█▎        | 1/8 [00:06<00:44,  6.29s/it] 25%|██▌       | 2/8 [00:12<00:37,  6.24s/it] 38%|███▊      | 3/8 [00:18<00:31,  6.25s/it] 50%|█████     | 4/8 [00:25<00:25,  6.26s/it] 62%|██████▎   | 5/8 [00:31<00:18,  6.28s/it] 75%|███████▌  | 6/8 [00:37<00:12,  6.28s/it] 88%|████████▊ | 7/8 [00:43<00:06,  6.27s/it]100%|██████████| 8/8 [00:50<00:00,  6.27s/it]100%|██████████| 8/8 [00:50<00:00,  6.27s/it]
Requested to load AutoencodingEngine
loaded completely 219.41796875 159.87335777282715 True
Prompt executed in 60.40 seconds
Saved: ../output/scene\scene_1.30.png
[OK] Generated: scene_1.30

[31/100] Processing scene_2.1...
Generating scene: scene_2.1 with characters: male_doctor_watson
LoRA enabled in workflow
Sampling steps set to: 8
Seed set to: 333555666
Compressed male_doctor_watson image: 221.6KB → 15.7KB (92.9% reduction)
Character mode: IMAGE_TEXT, Images: 1
Image stitching: 1 images → 1 groups []
Using single reference conditioning
Negative prompt disabled - using ConditioningZeroOut




Text prompt: Create a 16K ultra-high-resolution, illustration in the style of Anime. The artwork should feature fine, intricate details and a natural sense of depth, with carefully chosen camera angle and focus to best frame the Scene. 
Must Always Precisely & Accurately Preserve each Character's identity(all physical features - face, body, height, weight, clothings) from respective specified reference image, though "posture", "expression", "movement", "placement" and "action-performed" is adaptable according to Scene/Character text-description.
Must Always Precisely & Accurately Represent entire Scene and all Non-Living Objects according to scene text-description.
All Non-Living Objects mentioned in Scene text-description must be present in illustration.
Each Object/Character in the illustration must be visually distinct/unique from each other.
        
SCENE TEXT-DESCRIPTION:
 Illustrate an exact scenery like {{The interior of Clara Whitfield’s Lodgings is steeped in the atmosphere of an aging Victorian townhouse, its structure a testament to decades of wear and neglect. The entrance hall is dimly illuminated by a single sputtering oil lamp suspended from a low ceiling; its glass shade is clouded with yellowing deposits of soot and smoke, casting flickering shadows across the narrow space. A grand, steep stairway of dark, worn oak rises into shadow, its banister polished smooth by years of use. The walls are lined with peeling wallpaper, featuring faded floral patterns that curl at the edges, some sections hanging loose from their frames. The air is thick with a faint scent of boiled cabbage and aged wood, mingling with the mustiness of old paper and dust. At the far end of the dimly lit corridor, a heavy wooden door stands slightly ajar, its surface scuffed and marred by deep scratches, reinforced by a tarnished brass lock that hangs loosely on its hasp. A small table nearby holds a wilted bouquet of roses in a cracked porcelain vase, their petals scattered across an untidy stack of unpaid bills and yellowing letters. A grandfather clock, its polished face dulled by dust, sits in the corner, its ticking a slow, ponderous rhythm that echoes through the stillness. Outside a narrow, high-set window at the landing, one can glimpse the bleak outlines of neighboring rooftops, their dark silhouettes stark against the pale, overcast sky and lingering fog. The overall ambiance is one of quiet desolation—genteel poverty and sorrow interwoven into every faded detail, every creaking floorboard.}}, {Overcast Afternoon};Place ((male_doctor_watson)), the Character in Image 1, {Neutral}, {Standing in hallway}, {Holding walking stick};.

CHARACTER TEXT-DESCRIPTION:
(Character in Image 1) is ((male_doctor_watson)) who looks like {Head: round, with a slightly angular jawline; Face: sharp cheekbones, narrow nose, full lips, dark brown eyes, thin mustache; Hair: short, dark brown, neatly combed; Skin tone: fair, smooth; Clothing: long coat in navy blue wool, crisp white shirt, dark trousers, leather medical satchel, deerstalker hat, red scarf.}.
got prompt
Waiting for completion (prompt_id: 458e125e-d6dd-4ded-813a-30fb4aaf70a4)...
Requested to load FluxClipModel_
loaded completely 9456.675 9319.23095703125 True
Requested to load Flux
loaded partially 8083.554965667725 8083.455078125 0
  0%|          | 0/8 [00:00<?, ?it/s] 12%|█▎        | 1/8 [00:06<00:43,  6.21s/it] 25%|██▌       | 2/8 [00:12<00:37,  6.19s/it] 38%|███▊      | 3/8 [00:18<00:30,  6.16s/it] 50%|█████     | 4/8 [00:24<00:24,  6.15s/it] 62%|██████▎   | 5/8 [00:30<00:18,  6.17s/it] 75%|███████▌  | 6/8 [00:37<00:12,  6.18s/it] 88%|████████▊ | 7/8 [00:43<00:06,  6.18s/it]100%|██████████| 8/8 [00:49<00:00,  6.17s/it]100%|██████████| 8/8 [00:49<00:00,  6.17s/it]
Requested to load AutoencodingEngine
loaded completely 219.41796875 159.87335777282715 True
Prompt executed in 58.04 seconds
Saved: ../output/scene\scene_2.1.png
[OK] Generated: scene_2.1

[32/100] Processing scene_2.2...
Generating scene: scene_2.2 with characters: male_detective_holmes
LoRA enabled in workflow
Sampling steps set to: 8
Seed set to: 333555666
Compressed male_detective_holmes image: 228.4KB → 16.0KB (93.0% reduction)
Character mode: IMAGE_TEXT, Images: 1
Image stitching: 1 images → 1 groups []
Using single reference conditioning
Negative prompt disabled - using ConditioningZeroOut




Text prompt: Create a 16K ultra-high-resolution, illustration in the style of Anime. The artwork should feature fine, intricate details and a natural sense of depth, with carefully chosen camera angle and focus to best frame the Scene. 
Must Always Precisely & Accurately Preserve each Character's identity(all physical features - face, body, height, weight, clothings) from respective specified reference image, though "posture", "expression", "movement", "placement" and "action-performed" is adaptable according to Scene/Character text-description.
Must Always Precisely & Accurately Represent entire Scene and all Non-Living Objects according to scene text-description.
All Non-Living Objects mentioned in Scene text-description must be present in illustration.
Each Object/Character in the illustration must be visually distinct/unique from each other.
        
SCENE TEXT-DESCRIPTION:
 Illustrate an exact scenery like {{The interior of Clara Whitfield’s Lodgings is steeped in the atmosphere of an aging Victorian townhouse, its structure a testament to decades of wear and neglect. The entrance hall is dimly illuminated by a single sputtering oil lamp suspended from a low ceiling; its glass shade is clouded with yellowing deposits of soot and smoke, casting flickering shadows across the narrow space. A grand, steep stairway of dark, worn oak rises into shadow, its banister polished smooth by years of use. The walls are lined with peeling wallpaper, featuring faded floral patterns that curl at the edges, some sections hanging loose from their frames. The air is thick with a faint scent of boiled cabbage and aged wood, mingling with the mustiness of old paper and dust. At the far end of the dimly lit corridor, a heavy wooden door stands slightly ajar, its surface scuffed and marred by deep scratches, reinforced by a tarnished brass lock that hangs loosely on its hasp. A small table nearby holds a wilted bouquet of roses in a cracked porcelain vase, their petals scattered across an untidy stack of unpaid bills and yellowing letters. A grandfather clock, its polished face dulled by dust, sits in the corner, its ticking a slow, ponderous rhythm that echoes through the stillness. Outside a narrow, high-set window at the landing, one can glimpse the bleak outlines of neighboring rooftops, their dark silhouettes stark against the pale, overcast sky and lingering fog. The overall ambiance is one of quiet desolation—genteel poverty and sorrow interwoven into every faded detail, every creaking floorboard.}}, {Overcast Afternoon};Place ((male_detective_holmes)), the Character in Image 1, {Analytical}, {Standing beside Watson}, {Glancing up staircase};.

CHARACTER TEXT-DESCRIPTION:
(Character in Image 1) is ((male_detective_holmes)) who looks like {Angular head shape, sharp jawline, high cheekbones, piercing gray eyes, thin nose, thin lips, slicked-back dark hair with a slight wave, neatly trimmed mustache and goatee, pale complexion with faint freckles, long coat in navy wool with brass buttons, crisp white collared shirt, black waistcoat with red trim, tailored trousers in charcoal fabric, polished brown leather boots.}.
got prompt
Waiting for completion (prompt_id: 4416950c-9aed-4c79-8767-da0ff971a625)...
Requested to load FluxClipModel_
loaded completely 9456.675 9319.23095703125 True
Requested to load AutoencodingEngine
loaded completely 181.01171112060547 159.87335777282715 True
Requested to load Flux
loaded partially 8083.554965667725 8083.455078125 0
  0%|          | 0/8 [00:00<?, ?it/s] 12%|█▎        | 1/8 [00:06<00:43,  6.18s/it] 25%|██▌       | 2/8 [00:12<00:36,  6.15s/it] 38%|███▊      | 3/8 [00:18<00:30,  6.16s/it] 50%|█████     | 4/8 [00:24<00:24,  6.16s/it] 62%|██████▎   | 5/8 [00:30<00:18,  6.16s/it] 75%|███████▌  | 6/8 [00:36<00:12,  6.17s/it] 88%|████████▊ | 7/8 [00:43<00:06,  6.16s/it]100%|██████████| 8/8 [00:49<00:00,  6.17s/it]100%|██████████| 8/8 [00:49<00:00,  6.17s/it]
Requested to load AutoencodingEngine
loaded completely 219.41796875 159.87335777282715 True
Prompt executed in 58.56 seconds
Saved: ../output/scene\scene_2.2.png
[OK] Generated: scene_2.2

[33/100] Processing scene_2.3...
Generating scene: scene_2.3 with characters: female_landlady_mrs_hudmore
LoRA enabled in workflow
Sampling steps set to: 8
Seed set to: 333555666
Compressed female_landlady_mrs_hudmore image: 227.8KB → 16.9KB (92.6% reduction)
Character mode: IMAGE_TEXT, Images: 1
Image stitching: 1 images → 1 groups []
Using single reference conditioning
Negative prompt disabled - using ConditioningZeroOut




Text prompt: Create a 16K ultra-high-resolution, illustration in the style of Anime. The artwork should feature fine, intricate details and a natural sense of depth, with carefully chosen camera angle and focus to best frame the Scene. 
Must Always Precisely & Accurately Preserve each Character's identity(all physical features - face, body, height, weight, clothings) from respective specified reference image, though "posture", "expression", "movement", "placement" and "action-performed" is adaptable according to Scene/Character text-description.
Must Always Precisely & Accurately Represent entire Scene and all Non-Living Objects according to scene text-description.
All Non-Living Objects mentioned in Scene text-description must be present in illustration.
Each Object/Character in the illustration must be visually distinct/unique from each other.
        
SCENE TEXT-DESCRIPTION:
 Illustrate an exact scenery like {{The interior of Clara Whitfield’s Lodgings is steeped in the atmosphere of an aging Victorian townhouse, its structure a testament to decades of wear and neglect. The entrance hall is dimly illuminated by a single sputtering oil lamp suspended from a low ceiling; its glass shade is clouded with yellowing deposits of soot and smoke, casting flickering shadows across the narrow space. A grand, steep stairway of dark, worn oak rises into shadow, its banister polished smooth by years of use. The walls are lined with peeling wallpaper, featuring faded floral patterns that curl at the edges, some sections hanging loose from their frames. The air is thick with a faint scent of boiled cabbage and aged wood, mingling with the mustiness of old paper and dust. At the far end of the dimly lit corridor, a heavy wooden door stands slightly ajar, its surface scuffed and marred by deep scratches, reinforced by a tarnished brass lock that hangs loosely on its hasp. A small table nearby holds a wilted bouquet of roses in a cracked porcelain vase, their petals scattered across an untidy stack of unpaid bills and yellowing letters. A grandfather clock, its polished face dulled by dust, sits in the corner, its ticking a slow, ponderous rhythm that echoes through the stillness. Outside a narrow, high-set window at the landing, one can glimpse the bleak outlines of neighboring rooftops, their dark silhouettes stark against the pale, overcast sky and lingering fog. The overall ambiance is one of quiet desolation—genteel poverty and sorrow interwoven into every faded detail, every creaking floorboard.}}, {Overcast Afternoon};Place ((female_landlady_mrs_hudmore)), the Character in Image 1, {Sad}, {At foot of staircase}, {Wringing hands in apron};.

CHARACTER TEXT-DESCRIPTION:
(Character in Image 1) is ((female_landlady_mrs_hudmore)) who looks like {Round head shape, sharp cheekbones, narrow nose, thin lips, graying short hair in a tight bun, sparse gray eyebrows, pale sallow skin with faint wrinkles, faded handkerchief tucked into pocket, tarnished silver brooch at collar, worn leather slippers with visible holes, loose-fitting dark wool dress with frayed edges, muted earthy tones.}.
got prompt
Waiting for completion (prompt_id: 38d4a8f3-3c58-4f44-bfad-d87c137a0524)...
Requested to load FluxClipModel_
loaded completely 9456.675 9319.23095703125 True
Requested to load AutoencodingEngine
loaded completely 181.01171112060547 159.87335777282715 True
Requested to load Flux
loaded partially 8083.554965667725 8083.455078125 0
  0%|          | 0/8 [00:00<?, ?it/s] 12%|█▎        | 1/8 [00:06<00:43,  6.22s/it] 25%|██▌       | 2/8 [00:12<00:37,  6.20s/it] 38%|███▊      | 3/8 [00:18<00:31,  6.21s/it] 50%|█████     | 4/8 [00:24<00:24,  6.21s/it] 62%|██████▎   | 5/8 [00:31<00:18,  6.21s/it] 75%|███████▌  | 6/8 [00:37<00:12,  6.20s/it] 88%|████████▊ | 7/8 [00:43<00:06,  6.21s/it]100%|██████████| 8/8 [00:49<00:00,  6.20s/it]100%|██████████| 8/8 [00:49<00:00,  6.21s/it]
Requested to load AutoencodingEngine
loaded completely 219.41796875 159.87335777282715 True
Prompt executed in 59.10 seconds
Saved: ../output/scene\scene_2.3.png
[OK] Generated: scene_2.3

[34/100] Processing scene_2.4...
Generating scene: scene_2.4 with characters: male_doctor_watson
LoRA enabled in workflow
Sampling steps set to: 8
Seed set to: 333555666
Compressed male_doctor_watson image: 221.6KB → 15.7KB (92.9% reduction)
Character mode: IMAGE_TEXT, Images: 1
Image stitching: 1 images → 1 groups []
Using single reference conditioning
Negative prompt disabled - using ConditioningZeroOut




Text prompt: Create a 16K ultra-high-resolution, illustration in the style of Anime. The artwork should feature fine, intricate details and a natural sense of depth, with carefully chosen camera angle and focus to best frame the Scene. 
Must Always Precisely & Accurately Preserve each Character's identity(all physical features - face, body, height, weight, clothings) from respective specified reference image, though "posture", "expression", "movement", "placement" and "action-performed" is adaptable according to Scene/Character text-description.
Must Always Precisely & Accurately Represent entire Scene and all Non-Living Objects according to scene text-description.
All Non-Living Objects mentioned in Scene text-description must be present in illustration.
Each Object/Character in the illustration must be visually distinct/unique from each other.
        
SCENE TEXT-DESCRIPTION:
 Illustrate an exact scenery like {{The interior of Clara Whitfield’s Lodgings is steeped in the atmosphere of an aging Victorian townhouse, its structure a testament to decades of wear and neglect. The entrance hall is dimly illuminated by a single sputtering oil lamp suspended from a low ceiling; its glass shade is clouded with yellowing deposits of soot and smoke, casting flickering shadows across the narrow space. A grand, steep stairway of dark, worn oak rises into shadow, its banister polished smooth by years of use. The walls are lined with peeling wallpaper, featuring faded floral patterns that curl at the edges, some sections hanging loose from their frames. The air is thick with a faint scent of boiled cabbage and aged wood, mingling with the mustiness of old paper and dust. At the far end of the dimly lit corridor, a heavy wooden door stands slightly ajar, its surface scuffed and marred by deep scratches, reinforced by a tarnished brass lock that hangs loosely on its hasp. A small table nearby holds a wilted bouquet of roses in a cracked porcelain vase, their petals scattered across an untidy stack of unpaid bills and yellowing letters. A grandfather clock, its polished face dulled by dust, sits in the corner, its ticking a slow, ponderous rhythm that echoes through the stillness. Outside a narrow, high-set window at the landing, one can glimpse the bleak outlines of neighboring rooftops, their dark silhouettes stark against the pale, overcast sky and lingering fog. The overall ambiance is one of quiet desolation—genteel poverty and sorrow interwoven into every faded detail, every creaking floorboard.}}, {Overcast Afternoon};Place ((male_doctor_watson)), the Character in Image 1, {Polite}, {Turning toward landlady}, {Gesturing respectfully};.

CHARACTER TEXT-DESCRIPTION:
(Character in Image 1) is ((male_doctor_watson)) who looks like {Head: round, with a slightly angular jawline; Face: sharp cheekbones, narrow nose, full lips, dark brown eyes, thin mustache; Hair: short, dark brown, neatly combed; Skin tone: fair, smooth; Clothing: long coat in navy blue wool, crisp white shirt, dark trousers, leather medical satchel, deerstalker hat, red scarf.}.
got prompt
Waiting for completion (prompt_id: 60f692d7-6485-4633-8047-2b39805a2128)...
Requested to load FluxClipModel_
loaded completely 9456.675 9319.23095703125 True
Requested to load AutoencodingEngine
loaded completely 181.01171112060547 159.87335777282715 True
Requested to load Flux
loaded partially 8083.554965667725 8083.455078125 0
  0%|          | 0/8 [00:00<?, ?it/s] 12%|█▎        | 1/8 [00:06<00:43,  6.25s/it] 25%|██▌       | 2/8 [00:12<00:37,  6.22s/it] 38%|███▊      | 3/8 [00:18<00:31,  6.21s/it] 50%|█████     | 4/8 [00:24<00:24,  6.20s/it] 62%|██████▎   | 5/8 [00:31<00:18,  6.20s/it] 75%|███████▌  | 6/8 [00:37<00:12,  6.18s/it] 88%|████████▊ | 7/8 [00:43<00:06,  6.18s/it]100%|██████████| 8/8 [00:49<00:00,  6.18s/it]100%|██████████| 8/8 [00:49<00:00,  6.19s/it]
Requested to load AutoencodingEngine
loaded completely 219.41796875 159.87335777282715 True
Prompt executed in 58.78 seconds
Saved: ../output/scene\scene_2.4.png
[OK] Generated: scene_2.4

[35/100] Processing scene_2.5...
Generating scene: scene_2.5 with characters: female_landlady_mrs_hudmore
LoRA enabled in workflow
Sampling steps set to: 8
Seed set to: 333555666
Compressed female_landlady_mrs_hudmore image: 227.8KB → 16.9KB (92.6% reduction)
Character mode: IMAGE_TEXT, Images: 1
Image stitching: 1 images → 1 groups []
Using single reference conditioning
Negative prompt disabled - using ConditioningZeroOut




Text prompt: Create a 16K ultra-high-resolution, illustration in the style of Anime. The artwork should feature fine, intricate details and a natural sense of depth, with carefully chosen camera angle and focus to best frame the Scene. 
Must Always Precisely & Accurately Preserve each Character's identity(all physical features - face, body, height, weight, clothings) from respective specified reference image, though "posture", "expression", "movement", "placement" and "action-performed" is adaptable according to Scene/Character text-description.
Must Always Precisely & Accurately Represent entire Scene and all Non-Living Objects according to scene text-description.
All Non-Living Objects mentioned in Scene text-description must be present in illustration.
Each Object/Character in the illustration must be visually distinct/unique from each other.
        
SCENE TEXT-DESCRIPTION:
 Illustrate an exact scenery like {{The interior of Clara Whitfield’s Lodgings is steeped in the atmosphere of an aging Victorian townhouse, its structure a testament to decades of wear and neglect. The entrance hall is dimly illuminated by a single sputtering oil lamp suspended from a low ceiling; its glass shade is clouded with yellowing deposits of soot and smoke, casting flickering shadows across the narrow space. A grand, steep stairway of dark, worn oak rises into shadow, its banister polished smooth by years of use. The walls are lined with peeling wallpaper, featuring faded floral patterns that curl at the edges, some sections hanging loose from their frames. The air is thick with a faint scent of boiled cabbage and aged wood, mingling with the mustiness of old paper and dust. At the far end of the dimly lit corridor, a heavy wooden door stands slightly ajar, its surface scuffed and marred by deep scratches, reinforced by a tarnished brass lock that hangs loosely on its hasp. A small table nearby holds a wilted bouquet of roses in a cracked porcelain vase, their petals scattered across an untidy stack of unpaid bills and yellowing letters. A grandfather clock, its polished face dulled by dust, sits in the corner, its ticking a slow, ponderous rhythm that echoes through the stillness. Outside a narrow, high-set window at the landing, one can glimpse the bleak outlines of neighboring rooftops, their dark silhouettes stark against the pale, overcast sky and lingering fog. The overall ambiance is one of quiet desolation—genteel poverty and sorrow interwoven into every faded detail, every creaking floorboard.}}, {Overcast Afternoon};Place ((female_landlady_mrs_hudmore)), the Character in Image 1, {Uneasy}, {Ascending stairs slowly}, {Holding key nervously};.

CHARACTER TEXT-DESCRIPTION:
(Character in Image 1) is ((female_landlady_mrs_hudmore)) who looks like {Round head shape, sharp cheekbones, narrow nose, thin lips, graying short hair in a tight bun, sparse gray eyebrows, pale sallow skin with faint wrinkles, faded handkerchief tucked into pocket, tarnished silver brooch at collar, worn leather slippers with visible holes, loose-fitting dark wool dress with frayed edges, muted earthy tones.}.
got prompt
Waiting for completion (prompt_id: 0b2c6c94-9b43-4ceb-aa0c-c5f839bc7916)...
Requested to load FluxClipModel_
loaded completely 9456.675 9319.23095703125 True
Requested to load AutoencodingEngine
loaded completely 181.01171112060547 159.87335777282715 True
Requested to load Flux
loaded partially 8083.554965667725 8083.455078125 0
  0%|          | 0/8 [00:00<?, ?it/s] 12%|█▎        | 1/8 [00:06<00:43,  6.18s/it] 25%|██▌       | 2/8 [00:12<00:37,  6.17s/it] 38%|███▊      | 3/8 [00:18<00:30,  6.16s/it] 50%|█████     | 4/8 [00:24<00:24,  6.17s/it] 62%|██████▎   | 5/8 [00:30<00:18,  6.18s/it] 75%|███████▌  | 6/8 [00:37<00:12,  6.17s/it] 88%|████████▊ | 7/8 [00:43<00:06,  6.16s/it]100%|██████████| 8/8 [00:49<00:00,  6.17s/it]100%|██████████| 8/8 [00:49<00:00,  6.17s/it]
Requested to load AutoencodingEngine
loaded completely 219.41796875 159.87335777282715 True
Prompt executed in 58.09 seconds
Saved: ../output/scene\scene_2.5.png
[OK] Generated: scene_2.5

[36/100] Processing scene_2.6...
Generating scene: scene_2.6 with characters: male_detective_holmes
LoRA enabled in workflow
Sampling steps set to: 8
Seed set to: 333555666
Compressed male_detective_holmes image: 228.4KB → 16.0KB (93.0% reduction)
Character mode: IMAGE_TEXT, Images: 1
Image stitching: 1 images → 1 groups []
Using single reference conditioning
Negative prompt disabled - using ConditioningZeroOut




Text prompt: Create a 16K ultra-high-resolution, illustration in the style of Anime. The artwork should feature fine, intricate details and a natural sense of depth, with carefully chosen camera angle and focus to best frame the Scene. 
Must Always Precisely & Accurately Preserve each Character's identity(all physical features - face, body, height, weight, clothings) from respective specified reference image, though "posture", "expression", "movement", "placement" and "action-performed" is adaptable according to Scene/Character text-description.
Must Always Precisely & Accurately Represent entire Scene and all Non-Living Objects according to scene text-description.
All Non-Living Objects mentioned in Scene text-description must be present in illustration.
Each Object/Character in the illustration must be visually distinct/unique from each other.
        
SCENE TEXT-DESCRIPTION:
 Illustrate an exact scenery like {{The interior of Clara Whitfield’s Lodgings is steeped in the atmosphere of an aging Victorian townhouse, its structure a testament to decades of wear and neglect. The entrance hall is dimly illuminated by a single sputtering oil lamp suspended from a low ceiling; its glass shade is clouded with yellowing deposits of soot and smoke, casting flickering shadows across the narrow space. A grand, steep stairway of dark, worn oak rises into shadow, its banister polished smooth by years of use. The walls are lined with peeling wallpaper, featuring faded floral patterns that curl at the edges, some sections hanging loose from their frames. The air is thick with a faint scent of boiled cabbage and aged wood, mingling with the mustiness of old paper and dust. At the far end of the dimly lit corridor, a heavy wooden door stands slightly ajar, its surface scuffed and marred by deep scratches, reinforced by a tarnished brass lock that hangs loosely on its hasp. A small table nearby holds a wilted bouquet of roses in a cracked porcelain vase, their petals scattered across an untidy stack of unpaid bills and yellowing letters. A grandfather clock, its polished face dulled by dust, sits in the corner, its ticking a slow, ponderous rhythm that echoes through the stillness. Outside a narrow, high-set window at the landing, one can glimpse the bleak outlines of neighboring rooftops, their dark silhouettes stark against the pale, overcast sky and lingering fog. The overall ambiance is one of quiet desolation—genteel poverty and sorrow interwoven into every faded detail, every creaking floorboard.}}, {Overcast Afternoon};Place ((male_detective_holmes)), the Character in Image 1, {Focused}, {Following behind}, {Hands clasped behind back};.

CHARACTER TEXT-DESCRIPTION:
(Character in Image 1) is ((male_detective_holmes)) who looks like {Angular head shape, sharp jawline, high cheekbones, piercing gray eyes, thin nose, thin lips, slicked-back dark hair with a slight wave, neatly trimmed mustache and goatee, pale complexion with faint freckles, long coat in navy wool with brass buttons, crisp white collared shirt, black waistcoat with red trim, tailored trousers in charcoal fabric, polished brown leather boots.}.
got prompt
Waiting for completion (prompt_id: 6c94b0d0-6c5c-4212-a37e-828484b60f53)...
Requested to load FluxClipModel_
loaded completely 9456.675 9319.23095703125 True
Requested to load AutoencodingEngine
loaded completely 181.01171112060547 159.87335777282715 True
Requested to load Flux
loaded partially 8083.554965667725 8083.455078125 0
  0%|          | 0/8 [00:00<?, ?it/s] 12%|█▎        | 1/8 [00:06<00:43,  6.22s/it] 25%|██▌       | 2/8 [00:12<00:37,  6.21s/it] 38%|███▊      | 3/8 [00:18<00:30,  6.19s/it] 50%|█████     | 4/8 [00:24<00:24,  6.18s/it] 62%|██████▎   | 5/8 [00:30<00:18,  6.17s/it] 75%|███████▌  | 6/8 [00:37<00:12,  6.17s/it] 88%|████████▊ | 7/8 [00:43<00:06,  6.18s/it]100%|██████████| 8/8 [00:49<00:00,  6.18s/it]100%|██████████| 8/8 [00:49<00:00,  6.18s/it]
Requested to load AutoencodingEngine
loaded completely 219.41796875 159.87335777282715 True
Prompt executed in 58.40 seconds
Saved: ../output/scene\scene_2.6.png
[OK] Generated: scene_2.6

[37/100] Processing scene_2.7...
Generating scene: scene_2.7 with characters: male_doctor_watson
LoRA enabled in workflow
Sampling steps set to: 8
Seed set to: 333555666
Compressed male_doctor_watson image: 221.6KB → 15.7KB (92.9% reduction)
Character mode: IMAGE_TEXT, Images: 1
Image stitching: 1 images → 1 groups []
Using single reference conditioning
Negative prompt disabled - using ConditioningZeroOut




Text prompt: Create a 16K ultra-high-resolution, illustration in the style of Anime. The artwork should feature fine, intricate details and a natural sense of depth, with carefully chosen camera angle and focus to best frame the Scene. 
Must Always Precisely & Accurately Preserve each Character's identity(all physical features - face, body, height, weight, clothings) from respective specified reference image, though "posture", "expression", "movement", "placement" and "action-performed" is adaptable according to Scene/Character text-description.
Must Always Precisely & Accurately Represent entire Scene and all Non-Living Objects according to scene text-description.
All Non-Living Objects mentioned in Scene text-description must be present in illustration.
Each Object/Character in the illustration must be visually distinct/unique from each other.
        
SCENE TEXT-DESCRIPTION:
 Illustrate an exact scenery like {{The interior of Clara Whitfield’s Lodgings is steeped in the atmosphere of an aging Victorian townhouse, its structure a testament to decades of wear and neglect. The entrance hall is dimly illuminated by a single sputtering oil lamp suspended from a low ceiling; its glass shade is clouded with yellowing deposits of soot and smoke, casting flickering shadows across the narrow space. A grand, steep stairway of dark, worn oak rises into shadow, its banister polished smooth by years of use. The walls are lined with peeling wallpaper, featuring faded floral patterns that curl at the edges, some sections hanging loose from their frames. The air is thick with a faint scent of boiled cabbage and aged wood, mingling with the mustiness of old paper and dust. At the far end of the dimly lit corridor, a heavy wooden door stands slightly ajar, its surface scuffed and marred by deep scratches, reinforced by a tarnished brass lock that hangs loosely on its hasp. A small table nearby holds a wilted bouquet of roses in a cracked porcelain vase, their petals scattered across an untidy stack of unpaid bills and yellowing letters. A grandfather clock, its polished face dulled by dust, sits in the corner, its ticking a slow, ponderous rhythm that echoes through the stillness. Outside a narrow, high-set window at the landing, one can glimpse the bleak outlines of neighboring rooftops, their dark silhouettes stark against the pale, overcast sky and lingering fog. The overall ambiance is one of quiet desolation—genteel poverty and sorrow interwoven into every faded detail, every creaking floorboard.}}, {Overcast Afternoon};Place ((male_doctor_watson)), the Character in Image 1, {Narrative Neutral}, {Standing behind Holmes}, {Watching intently};.

CHARACTER TEXT-DESCRIPTION:
(Character in Image 1) is ((male_doctor_watson)) who looks like {Head: round, with a slightly angular jawline; Face: sharp cheekbones, narrow nose, full lips, dark brown eyes, thin mustache; Hair: short, dark brown, neatly combed; Skin tone: fair, smooth; Clothing: long coat in navy blue wool, crisp white shirt, dark trousers, leather medical satchel, deerstalker hat, red scarf.}.
got prompt
Waiting for completion (prompt_id: 765e9503-330c-4ac7-9add-a8e1a4ecefcf)...
Requested to load FluxClipModel_
loaded completely 9456.675 9319.23095703125 True
Requested to load AutoencodingEngine
loaded completely 181.01171112060547 159.87335777282715 True
Requested to load Flux
loaded partially 8083.554965667725 8083.455078125 0
  0%|          | 0/8 [00:00<?, ?it/s] 12%|█▎        | 1/8 [00:06<00:43,  6.26s/it] 25%|██▌       | 2/8 [00:12<00:37,  6.21s/it] 38%|███▊      | 3/8 [00:18<00:30,  6.20s/it] 50%|█████     | 4/8 [00:24<00:24,  6.19s/it] 62%|██████▎   | 5/8 [00:30<00:18,  6.19s/it] 75%|███████▌  | 6/8 [00:37<00:12,  6.19s/it] 88%|████████▊ | 7/8 [00:43<00:06,  6.19s/it]100%|██████████| 8/8 [00:49<00:00,  6.19s/it]100%|██████████| 8/8 [00:49<00:00,  6.20s/it]
Requested to load AutoencodingEngine
loaded completely 219.41796875 159.87335777282715 True
Prompt executed in 58.26 seconds
Saved: ../output/scene\scene_2.7.png
[OK] Generated: scene_2.7

[38/100] Processing scene_2.8...
Generating scene: scene_2.8 with characters: male_detective_holmes
LoRA enabled in workflow
Sampling steps set to: 8
Seed set to: 333555666
Compressed male_detective_holmes image: 228.4KB → 16.0KB (93.0% reduction)
Character mode: IMAGE_TEXT, Images: 1
Image stitching: 1 images → 1 groups []
